customer_id,suspicious_activity
SYNCID0000005772,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005774,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005775,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005776,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005779,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005782,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005792,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005797,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005801,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005808,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005809,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005825,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005831,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005834,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005838,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005847,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005853,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005863,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005864,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005882,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005885,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005891,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005910,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005912,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005919,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005938,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005945,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005951,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005954,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005969,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005974,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005975,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005976,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005977,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005980,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005987,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000006005,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006016,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006020,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006023,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000006033,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000006040,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006045,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006048,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006069,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006080,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006081,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006085,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006088,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006093,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006096,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006097,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000006099,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000006101,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006118,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000006122,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006124,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006130,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006133,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006143,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006162,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000006166,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006179,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006189,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006192,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006198,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006213,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006214,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006217,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006228,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006251,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006252,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006253,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000006260,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000006264,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006266,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006271,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006272,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000006277,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006280,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006288,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000006293,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006307,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006310,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000006315,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006337,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000006347,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006350,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000006357,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006364,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000006370,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000006401,High Frequency Transactions: transaction_count > 224.00
SYNCID0000006415,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000006416,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000006422,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
